"title","totalScore","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","reviewsTags/0/count","reviewsTags/0/title","reviewsTags/1/count","reviewsTags/1/title","reviewsTags/2/count","reviewsTags/2/title","reviewsTags/3/count","reviewsTags/3/title","reviewsTags/4/count","reviewsTags/4/title","reviewsTags/5/count","reviewsTags/5/title","reviewsTags/6/count","reviewsTags/6/title","reviewsTags/7/count","reviewsTags/7/title","reviewsTags/8/count","reviewsTags/8/title","reviewsTags/9/count","reviewsTags/9/title"
"RENNER","4.4","9525","5881","2304","280","870","190","68","perfumes","53","variety of clothes","19","men's clothing","28","quality clothes","11","spacious store","12","organized store","18","modeling","41","promotions","8","children's clothing","26","footwear"
"Levi's - Center Shopping Uberlândia","4.2","73","52","6","10","2","3","4","attentiveness","4","pants","3","quality products","3","politeness","2","attention","13","sellers","2","attendant","4","brand",,,,
"Levi's","4.1","20","13","3","3","0","1","2","variety",,,,,,,,,,,,,,,,,,
"Rabusch","4.4","114","78","22","10","4","0","2","discounts","2","good atmosphere","2","dress","4","quality clothes","3","female employees","2","trust","2","pay","2","lie","5","seller","5","clothes"
"Faus | Multimarcas Masculina Asa sul Brasilia | Jab Levis Osklen Reserva Lacoste Diesel Brasilia","4.9","38","36","0","0","2","0","3","cozy atmosphere","2","tasteful pieces","2","parts","2","wonderful store","3","location","4","variety","2","pieces","2","brands",,,,
"Levis","4.3","21","14","4","2","0","1",,,,,,,,,,,,,,,,,,,,
"Levi's Outlet","3.9","19","9","5","2","2","1","2","promotions","2","seller",,,,,,,,,,,,,,,,
"Levi's","3","6","3","0","3","0","0","2","pants",,,,,,,,,,,,,,,,,,
"Loja FRAD - Levi’s & Ellus & Oficina","5","174","173","1","0","0","0","5","helpful salesperson","4","quality of the pieces","8","quality clothes","9","brands","5","pleasant atmosphere","6","quality products","3","gifts","2","elegance","4","variety of clothes","7","consulting"
"Loja FRAD - Levi’s & Ellus & Oficina","5","11","11","0","0","0","0","2","consultant",,,,,,,,,,,,,,,,,,
"Levi's","4.8","25","21","3","0","0","1","2","options",,,,,,,,,,,,,,,,,,
"Levi's - Shopping Estação Cuiabá","4","22","13","3","3","2","1",,,,,,,,,,,,,,,,,,,,
"ZIXIZ STYLE","5","1","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Levis","5","4","4","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Loja Marrakech Levi's","1","1","0","0","1","0","0",,,,,,,,,,,,,,,,,,,,
"Levi multimarcas","5","2","2","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"LevíBabyModa","5","20","20","0","0","0","0","2","quality clothes","2","variety","4","product quality","2","products",,,,,,,,,,,,
"Levi's - Garten Shopping Joinville","4.7","56","46","5","1","3","1","3","product quality","3","variety","2","salesperson","2","products","2","store",,,,,,,,,,
"Atacadão do Levi",,,,,,,,,,,,,,,,,,,,,,,,,,,
"VISUAL STYLOS jeans","5","1","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Believe Outlet","5","1","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's - Shopping Mueller Joinville","5","40","39","0","0","1","0","6","polite salesperson","2","model","2","brand","3","customer attention","2","product quality","2","politeness","3","wonderful store","2","notice","2","part","3","team"
"Levi's","4.5","186","123","46","8","8","1","3","variety of products","3","promotions","3","product quality","2","mark","3","seller","3","clothes","2","shopping","2","quality clothing","2","variety","2","collection"
"DI LEVI","5","2","2","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Vippz Men","4.8","95","87","5","2","1","0","3","men's suits","6","variety of products","9","product quality","2","wonderful pieces","2","customer prioritization","2","promotion","3","location","2","attentive","2","payment methods","3","salesperson"
"Levi's Store","4.3","486","283","124","27","43","9","17","outlet store","16","promotions","3","attentive salespeople","2","cozy atmosphere","2","polite staff","4","product quality","3","attentiveness","2","jeans","4","clothing options","3","attendant"
"Expressiva Homem","4.7","673","553","89","12","12","7","16","suits","4","attentive salespeople","11","quality clothes","17","quality products","3","variety of accessories","3","kind staff","2","options for everyday wear","2","gift for men","2","blazer","4","promotions"
"SPAZZIO","3.3","54","28","1","19","2","4","3","original products","3","free shipping","5","online shopping","2","return","2","packaging","2","first purchase","2","working days","8","website","2","birthday","3","whatsapp"
"Levi's","4.7","139","114","16","2","5","2","5","attentive team","2","well-organized","4","promotions","5","product quality","2","cool clothes","2","product options","2","location","4","friendly","11","salesperson","5","attention"
"Zion Store São Vicente","4.9","236","219","13","2","2","0","2","sneakers","5","variety of products","7","best brands","4","great salespeople","7","customer attention","12","atmosphere","2","shopping experience","3","pieces","4","team","8","notice"
"Levi's Shopping Curitiba",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Arauto Jeans - Ceconvest Tubarão","4.2","448","225","134","11","64","14","5","variety of products","2","good quality clothes","2","beautiful pieces","2","product availability","2","accessories","5","few stores","2","jeans options","2","location","7","shopping center","3","news"
"Levi’s - Shopping Pátio Paulista","4.3","192","118","41","14","14","5","7","brand","2","pleasant atmosphere","18","salespeople","2","promotions","3","product quality","4","models","2","size","2","polite","2","replacement","2","kind"
"Levi's","4.2","5","4","0","1","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's - Balneário Shopping","4.5","89","64","13","5","7","0","2","product quality","2","female employees","2","clothes","2","quality clothes",,,,,,,,,,,,
"Levi's - Shopping Itaguaçu","1","1","0","0","1","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's - Beiramar Shopping","5","4","4","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's - Atlântico Shopping","4.4","71","49","11","5","6","0","3","location","2","variety",,,,,,,,,,,,,,,,
"Loja Iris Tavares e Café IT","4.6","75","60","8","2","4","1","2","clothing options","2","store",,,,,,,,,,,,,,,,
"Levi baby KIDS",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Levi Jeans - The performance wear","5","1","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"LEVI KIDS","5","1","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Rodeio Jeans","3.3","3","1","1","1","0","0",,,,,,,,,,,,,,,,,,,,
"LêVi Homem|Mulher","5","2","2","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Loja Offsetluck","5","1","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Levys Store",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Levi's - Jundiaí Shopping","4.3","77","49","12","4","10","2","2","friendly salespeople","2","pants","2","cordiality","8","salesperson","2","kind","2","manager",,,,,,,,
"Levi's","5","9","9","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's - Shopping Bourbon","4.4","257","153","60","6","34","4","12","attentive saleswoman","2","pants of all models","2","variety of models","5","brand","2","sizes","4","product quality","2","helpfulness","2","stock","2","present","4","jeans"
"La Mode Store - Palmas","5","3","3","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Pyt Bul palmas jeans","5","5","5","0","0","0","0","2","product quality",,,,,,,,,,,,,,,,,,
"Levi's - Iguatemi Campinas","4.5","245","176","47","8","7","7","19","attentive salesperson","6","classic models","10","brand","4","promotions","2","variety of products","2","kind staff","3","product quality","2","concern to help","3","size","2","Thalia"
"Levi Store",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kong Suit - Looks Esporte Fino","4.8","65","56","4","0","3","2","2","quality clothes",,,,,,,,,,,,,,,,,,
"Levi's - BH Outlet","3.8","16","7","5","3","0","1","2","seller","3","information",,,,,,,,,,,,,,,,
"Loja Ferracini Levis","4.4","201","127","49","4","12","9","8","attentive saleswomen","7","outlet","2","polite attendants","5","quality products","3","models","2","atmosphere","3","footwear","3","options","2","variety","5","products"
"Donna Store ( Levis - txc - Tassa )","5","9","9","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Marcely's Modas - Colcci/Levi's/Ellus/Acostamento/Calvin Klein/Lacoste/John John",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alternativa Levi","5","8","8","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Comercial Levi Ltda","5","1","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Levi.Tar Brand",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Levis & tng",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Levi's - Franca Shopping Center",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Camisaria Marcos","4.4","32","25","1","3","3","0","2","levis","2","wrangler","2","product quality","2","sellers","3","pants",,,,,,,,,,
"Ateliê de costura Levi Godoi, consertos e ajustes em roupas em geral.","5","19","19","0","0","0","0","2","competent",,,,,,,,,,,,,,,,,,
"LEVI´S UBERABA","4.8","15","12","3","0","0","0","2","organization",,,,,,,,,,,,,,,,,,
"Levi Modas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Loja Lenita","4.5","101","77","12","5","6","1","3","variety of products","4","product quality","2","clothes",,,,,,,,,,,,,,
"LOJA TROUP","5","4","4","0","0","0","0","2","quality clothes",,,,,,,,,,,,,,,,,,
"Klesser Moda Masculina","4.8","10","9","0","0","1","0",,,,,,,,,,,,,,,,,,,,
"Pano Leve","4.8","24","20","3","0","1","0","2","fashion",,,,,,,,,,,,,,,,,,
"Fim de Século Passo Fundo Shopping","5","1","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Wholesale Skina","4.5","504","342","97","14","42","9","3","children's clothing","5","variety of clothes","5","quality clothes","2","men's fashion","4","jeans","2","women's fashion","3","pieces","3","organization","3","adult","2","resale"
"Levi's","4.2","66","41","8","6","9","2","3","pants","2","discount","2","attendant","3","manager","6","salespeople",,,,,,,,,,
"Levi's - Shopping Grand Plaza","4.3","110","64","26","4","10","6","2","attentive salesperson","4","product variety","2","traditional","2","overall experience","3","mark","5","seller","2","clothes",,,,,,
"Levi's - Shopping Higienópolis","4.4","18","14","2","2","0","0",,,,,,,,,,,,,,,,,,,,
"Outlet Levis Thost","4.3","3","1","2","0","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's - Shopping Villa Lobos","3.9","11","7","1","2","0","1","3","seller",,,,,,,,,,,,,,,,,,
"Levi's - Shopping Ibirapuera","4","16","11","1","3","0","1","2","taster","2","attention","2","unit","3","seller","3","pants","2","certainty",,,,,,,,
"Levi's (Shopping Eldorado)","3.9","171","96","28","27","13","7","7","willing attendants","5","small store","3","attentive salespeople","2","store cleanliness","4","variety of products","2","pleasant atmosphere","5","organized store","2","product knowledge","2","jeans","17","saleswoman"
"Levi's Store Lar Center","5","1","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Levi Frios Josa Massas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Levi's Amparo-SP","4.7","31","26","4","1","0","0",,,,,,,,,,,,,,,,,,,,
"LEVI",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Levi's - Shopping Center Norte","2.5","6","2","0","3","0","1","2","seller",,,,,,,,,,,,,,,,,,
"Levi's - Praiamar Shopping","4.6","77","65","4","4","3","1","6","attentive salesperson","3","product quality","2","sewing","2","sales consultant","5","attention","2","shopping experience","2","pieces","17","sellers","2","attendant","3","mark"
"SUPER LOJAO LEVI",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Levi's","4.3","156","93","37","8","12","6","7","attentive saleswomen","4","product quality","2","location","2","mark","4","notice","2","suggestions","2","offers","3","products","6","jeans",,
"Levi's - Shopping Miramar","4.4","78","51","18","3","5","1","2","product variety","2","pole","2","clothes","2","pants",,,,,,,,,,,,
"Levi's","3.7","17","10","2","5","0","0","4","promotions","3","outlet","2","variety of options","2","replacement","2","sellers","4","part",,,,,,,,
"Levi Modas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Levi Strauss do Brasil Indústria & Comércio","2","2","0","0","1","1","0",,,,,,,,,,,,,,,,,,,,
"Babiboy Jeans - LEVI'S","5","7","7","0","0","0","0","2","quality clothes","2","good products",,,,,,,,,,,,,,,,
"Mileto Modas - Levis, Tommy Hilfiger, Hering, Dzarm, Malwee, Lee","4.6","444","329","71","8","29","7","22","brands","12","variety of clothes","2","variety of jeans","4","original products","4","large sizes","4","outlet","3","quality clothes","6","pants","7","quality parts","3","installment payment on card"
"LEVIS EM BREVE VALE SUL SHOPPING SAO JOSE DOS CAMPOS SP",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laurita Alves Jeans - Levi’s Paulínia","5","87","84","2","0","1","0","3","attentive saleswomen","4","quality of clothes","2","organized store","6","product variety","3","parts","3","models","3","atmosphere","9","attention","3","friendly","2","organization"
"Levi's - Shopping Piracicaba","4.8","41","36","4","0","0","1","2","excellent clothes","2","mark","2","jeans",,,,,,,,,,,,,,
"Levi's - Tietê Plaza Shopping","5","2","2","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Vereda Levi's Boutique","5","2","2","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's - Shopping Iguatemi Esplanada","4.9","9","8","1","0","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's","4.4","95","60","24","6","5","0","2","attentive saleswomen","2","quality of clothes","4","jeans","3","models",,,,,,,,,,,,
"Levi Jose Soares","3","1","0","0","0","1","0",,,,,,,,,,,,,,,,,,,,
"Levi’s Tudo","5","1","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's - Shops Jardins","5","7","7","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's","4.2","151","86","39","13","9","4","2","501 jeans","2","style options","3","model","16","salespeople","13","pants","3","promotion","3","product variety","6","attention","2","polite","2","beautiful store"
"Levi's - Shopping ABC","4.4","156","96","38","5","12","5","8","brand","2","model","4","pants","2","product quality","3","variety","4","cordiality","2","patient saleswoman","2","promotion","2","stock","8","salesperson"
"Levi's Tudo",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Levi's - Shopping Plaza Sul","4.5","83","60","12","4","7","0","4","attentive salespeople","2","pants","2","present","6","seller","2","information",,,,,,,,,,
"Levi's - Shopping Anália Franco","4.5","230","154","52","8","13","3","6","attentive saleswoman","2","spacious store","6","polite staff","4","discounts","3","variety of products","4","customer attention","4","product quality","3","attentive team","2","trained staff","14","salespeople"
"Levi's","4.1","73","38","20","8","4","3","2","quality of jeans","4","salespeople","2","pants","2","present",,,,,,,,,,,,
"Levi's - Shopping Cidade São Paulo","3.8","29","18","2","8","1","0","3","sizes","2","t-shirt","5","salespeople","3","pieces","2","mark","2","travel",,,,,,,,
"Levi's - Shopping Jardim Sul","4.3","69","40","20","5","4","0","2","product quality","5","salesperson",,,,,,,,,,,,,,,,
"LEVI""S-LEE /SKN","4.3","11","7","2","1","1","0",,,,,,,,,,,,,,,,,,,,
"Vanish Silva Teles - LEVIS / TOMMY HILFIGER / HERING / MALWEE","4.3","6","5","0","1","0","0","2","pants","2","store",,,,,,,,,,,,,,,,
"Levi's","4.4","265","178","53","16","13","5","2","variety of shirts","7","brand","3","product quality","2","exchange","2","friendly","12","saleswoman","2","attention","3","pieces","2","attendant","2","education"
"Levi's - Shopping SP Market","4.1","33","18","7","3","3","2","3","jeans",,,,,,,,,,,,,,,,,,
"Vilivi Jeans","5","1","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Leví Modas","5","2","2","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Total Levis","4.8","11","10","0","0","1","0",,,,,,,,,,,,,,,,,,,,
"Folic",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Loja Veste Cia Cascavel","4.6","48","38","5","1","4","0",,,,,,,,,,,,,,,,,,,,
"Beulá Boutique",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Good Store Piracicaba","5","36","36","0","0","0","0","4","quality clothes","2","brands","2","variety","2","product quality","3","clothes",,,,,,,,,,
"Fechada","4.9","8","7","1","0","0","0",,,,,,,,,,,,,,,,,,,,
"Gleyne Jeans","4.9","7","6","1","0","0","0","2","quality products","3","levi",,,,,,,,,,,,,,,,
"Sintonia / LaCris - Revendedor exclusivo Levi's","3","2","1","0","1","0","0",,,,,,,,,,,,,,,,,,,,
"OFF JEANS GRAMADO","5","5","5","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Lutti Store","4.3","6","5","0","1","0","0",,,,,,,,,,,,,,,,,,,,
"Alfa Ele e Ela | Loja de Roupas","5","8","8","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Outlet Store",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Outlet Jeans","4.1","764","375","208","36","109","36","4","wrangler jeans","5","unique models","3","pants with small defects","6","jeans options","14","good brands","7","quality clothes","8","variety of products","3","variety of pieces","18","saleswomen","10","promotions"
"Denuncia Jeans Wear","4","1","0","1","0","0","0",,,,,,,,,,,,,,,,,,,,
"Mac Milan Outlet Multimarcas","4.5","57","38","12","2","4","1","2","levis","3","branded clothing","4","top brands","5","product variety","2","t-shirts","2","offers","5","good clothes",,,,,,
"Secret Outlet","4.4","932","751","43","93","24","21","64","original products","5","original pieces","58","brands","17","counterfeit product","10","replicas","107","product quality","11","helpful team","4","original clothes","16","ralph lauren","3","smell of the box"
"Solonbras Roupas","4.8","43","35","6","0","2","0","3","large pants","3","big brands","2","levi","2","product variety","2","products","3","product quality",,,,,,,,
"DPR Osório","4.4","107","76","17","6","6","2","17","attentive salesperson","3","levi","3","brands","8","pants","2","product quality","3","variety of items","2","help with choosing","2","patient salesperson","2","size","3","products"
"Saele Marcas/ Levi's, Wrangler , Malwee","4.9","7","6","1","0","0","0",,,,,,,,,,,,,,,,,,,,
"Fidalgos Magazine","4.5","134","86","34","2","9","3","7","men's clothing","2","traditional store","9","jeans","4","brands","3","variety of products","8","product quality","7","saleswomen","2","traditional clothes","2","location","2","parts"
"Estilo Rouparia","4.7","445","362","52","6","16","9","14","quality clothes","7","stylish clothes","7","variety of clothes","4","attentive salespeople","10","brands","9","variety of products","4","variety of pieces","2","multi-brand","5","shoes","3","men's fashion"
"Reativa Jeans","4","22","12","3","2","3","2",,,,,,,,,,,,,,,,,,,,
"Klaus - Loja de roupas masculinas","4.5","10","8","1","1","0","0",,,,,,,,,,,,,,,,,,,,
"Doce Vício","5","3","3","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Ellys Store","4.6","355","262","57","7","23","6","2","spacious store","2","novelties","5","product quality","2","beautiful pieces","2","variety","2","variety of products","3","style","3","notice","5","I like","6","clothes"
"Via K Store","5","28","27","1","0","0","0","2","unique pieces","2","quality clothes","3","beautiful store","2","parts","3","certainty",,,,,,,,,,
"Vint","4.9","82","80","0","2","0","0","9","quality clothes","2","attentive salesperson","6","brands","4","quality products","6","beautiful store","3","best brands","3","men's fashion","3","good taste","3","options",,
"4live","5","4","4","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Levithai Clothing","5","3","3","0","0","0","0","2","enterprise",,,,,,,,,,,,,,,,,,
"Skillpy Denim","4.8","28","25","1","0","1","1","2","fit","2","product quality","2","durability","3","jeans","2","product",,,,,,,,,,
"Lojas Alfaiataria Esportiva","4.9","58","53","4","0","1","0","3","varied selection","2","all sizes","2","product quality","3","variety",,,,,,,,,,,,
"Tennessee Store","5","14","14","0","0","0","0","4","jeans",,,,,,,,,,,,,,,,,,
"Us Store","4.6","70","61","2","5","2","0","5","attentive saleswomen","3","exclusive pieces","4","quality of the pieces","9","beautiful pieces","3","product quality","3","parts","2","wonderful owner","4","wonderful store","3","notice","2","what"
"Polo Play Levi's Highstil - Tivoli Shopping","4.1","26","14","8","4","0","0",,,,,,,,,,,,,,,,,,,,
"CONTAINER DENIM","4.6","20","13","6","0","1","0",,,,,,,,,,,,,,,,,,,,
"ROP STORE","4.8","113","95","13","0","4","1","2","sneaker models","7","pleasant atmosphere","4","variety of products","7","product quality","2","brands","3","location","2","professionals","2","barber","2","new things","2","reception"
"Leve Jeans","4.2","21","13","4","2","1","1",,,,,,,,,,,,,,,,,,,,
"CLUB R","5","15","15","0","0","0","0","3","attentive saleswomen","2","quality products","2","wonderful store",,,,,,,,,,,,,,
"Loja Urupês","4.4","120","84","20","7","6","3","2","attentive saleswoman","5","brands","3","quality clothes","2","product quality","2","90s","2","overall experience","2","respect","3","clothes",,,,
"Lojas Ustop","4.5","1310","905","268","26","87","24","9","men's clothing","17","variety of clothes","36","product variety","6","spacious store","18","brands","3","variety of models","4","children's clothing","6","large store","3","organized store","2","trendy clothes"
"EQUUS","4","38","17","11","3","7","0",,,,,,,,,,,,,,,,,,,,
"Eunice Sátiro da Silva","4","2","1","0","0","1","0",,,,,,,,,,,,,,,,,,,,
