"title","totalScore","reviewsCount","reviewsDistribution","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","reviewsTags/0/count","reviewsTags/0/title","reviewsTags/1/count","reviewsTags/1/title","reviewsTags/2/count","reviewsTags/2/title","reviewsTags/3/count","reviewsTags/3/title","reviewsTags/4/count","reviewsTags/4/title","reviewsTags/5/count","reviewsTags/5/title","reviewsTags/6/count","reviewsTags/6/title","reviewsTags/7/count","reviewsTags/7/title","reviewsTags/8/count","reviewsTags/8/title","reviewsTags/9/count","reviewsTags/9/title"
"Levi's Exclusive Store","4.3","69",,"45","14","6","3","1","8","customer service","8","experience","4","hilite mall","4","team","3","showroom","3","management","3","brand","2","noon","2","january","2","jeans"
"Levi's Exclusive Store","4.7","370",,"306","40","10","11","3","39","service","16","experience","11","sales","7","suggestions","4","collection","4","polite","4","skills","3","imran khan","3","jeans","2","interaction"
"Levi's Exclusive Store | Vatakara","5","12",,"12","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4.7","799",,"639","96","22","33","9","88","experience","79","service","32","jeans","31","sridevi","25","sales","16","patient","9","patience","8","suggestions","7","collection","5","lakshman"
"Levi's Exclusive Store","3.7","7",,"4","1","2","0","0","2","casual",,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4.3","4",,"2","1","0","1","0",,,,,,,,,,,,,,,,,,,,
"Levi's",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Levi's GVK One Mall","4.7","892",,"718","116","16","34","8","31","good service","19","jeans","15","team","14","ganesh","14","patient","13","patience","10","babitha","9","collection","9","polite","9","happy"
"Levi's Exclusive Store","4.7","652",,"545","76","13","13","5","48","experience","41","service","17","jeans","13","team","12","choices","11","sales","5","patient","4","chaitra","4","knowledge","3","cooperative"
"Levi's Exclusive Store","4.3","82",,"58","11","9","3","1","14","experience","7","customer service","6","patient","6","selection","5","jeans","5","price","4","outlet","3","showroom","3","discount","2","to exchange"
"Levis Lulu Mall","4.6","53",,"43","6","3","1","0","7","service","5","team","5","experience",,,,,,,,,,,,,,
"Levi's Exclusive Store","4.8","1396",,"1194","144","22","28","8","54","service","38","experience","14","sandesh","13","jeans","9","sales","7","savithri","6","staff","6","patient","5","cooperative","5","selection"
"LEVIS","4.8","1500",,"1309","134","10","36","11","60","good service","18","jeans","12","happy","10","hospitality","9","need","8","collection","7","naresh","6","apostle","6","varieties","5","sunitha"
"Levi's Exclusive Store","4.9","401",,"375","19","2","4","1","20","service","19","experience","6","jeans","5","sales","5","selection","3","cooperative","2","showroom","2","team","2","happy","2","outlet"
"Levi's Exclusive Store","3.9","576",,"278","150","71","54","23","39","service","34","experience","33","jeans","33","sales","13","choice","11","brand","7","outlet","6","rooms","5","showroom","5","team"
"Levi's Exclusive Store","4.3","1803",,"1084","453","91","137","38","89","service","48","sales","36","denim","24","baby","20","discounts","18","jacket","17","showroom","16","guru","12","afridi","8","understanding"
"LEVI'S - Balaji Retail","4.7","575",,"476","53","16","27","3","69","experience","24","selection","20","patient","14","suggestions","14","knowledge","11","good service","10","patience","9","denim","7","sarath city capital mall","7","vijay"
"Levi's Exclusive Store","4.8","5",,"4","1","0","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","2.5","6",,"2","0","3","0","1","2","jeans",,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","3.7","192",,"73","57","26","27","9","11","jeans","9","brand","9","experience","6","customer service","4","happy","4","sales","3","discount","3","price","2","cooperative","2","team"
"Levi's Exclusive Store","3.9","14",,"7","4","2","0","1",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4.2","147",,"79","47","11","6","4","7","jeans","3","experience","3","brands","2","service",,,,,,,,,,,,
"Levi's Exclusive Store","4.1","116",,"60","32","9","11","4","2","outlets",,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","3.8","31",,"17","5","7","2","0","4","experience","2","sale","2","exchange",,,,,,,,,,,,,,
"Levi's Exclusive Store","4.1","125",,"68","27","11","12","7","6","experience","3","t-shirts","3","choice","2","patient","2","customer service","2","showroom","2","denim","2","mall",,,,
"Levi's Exclusive Store","3","2",,"1","0","1","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","5","1",,"1","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4","27",,"13","7","3","4","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","3","2",,"1","0","1","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4","101",,"45","32","7","15","2","5","denim","4","behaviour","4","experience","3","brand","2","sales","2","accessories",,,,,,,,
"Levi's Exclusive Store","2.8","12",,"3","3","5","0","1","2","fittings","2","jeans",,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4.2","30",,"18","6","3","2","1","3","service",,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4","65",,"38","12","9","3","3","4","service","3","jeans","3","sale","2","brand",,,,,,,,,,,,
"Levi's Exclusive Store",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4","210",,"112","40","27","28","3","5","brand","4","store manager","4","service","3","behaviour","3","experience","2","sales","2","denim",,,,,,
"Levi's Exclusive Store","3.4","44",,"16","9","12","6","1","2","knowledge","2","customer service","2","jeans",,,,,,,,,,,,,,
"Levi's Exclusive Store","4.5","2",,"1","1","0","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4","10",,"7","0","2","1","0","3","service","2","exchange","2","jeans","2","price",,,,,,,,,,,,
"LEVIS KHARGHAR","3.4","27",,"12","4","9","2","0","5","jeans","4","sale","3","choices","2","number","2","management","2","customer service",,,,,,,,
"Levis Store","3.7","58",,"22","17","9","9","1","3","jeans","3","experience","2","discount",,,,,,,,,,,,,,
"Levi's Exclusive Store","3.6","109",,"46","26","24","9","4","11","jeans","7","experience","4","manager","3","oberoi mall","3","service","2","sales","2","discount",,,,,,
"Levi's Exclusive Store","4.1","86",,"45","21","4","11","5",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","3.9","130",,"60","32","12","21","5","8","sales","6","jeans","4","experience","2","exchange","2","mall","2","size","2","discount","2","cashier","2","pay","2","brand"
"Levi's Exclusive Store","4","71",,"33","21","7","9","1","3","brand","3","customer service",,,,,,,,,,,,,,,,
"Levi's Exclusive Store","3.9","16",,"11","1","4","0","0","2","t-shirt",,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4.2","43",,"26","10","5","2","0","2","service",,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4.2","205",,"102","60","11","30","2","8","prices","5","sales","4","service","3","jeans","2","outlet",,,,,,,,,,
"Levi's Exclusive Store","4","340",,"161","90","28","50","11","9","jeans","6","price","4","sales","4","rooms","4","brands","3","options","3","mall","3","customer service","2","number","2","discounts"
"Levis","4.1","34",,"19","7","3","4","1","3","factory outlet","3","discount","2","sales","2","jeans",,,,,,,,,,,,
"Levi's Exclusive Store","4","129",,"61","35","13","14","6","4","brand","2","mall","2","sell","2","behaviour","2","service",,,,,,,,,,
"Levi's Exclusive Store","3.9","41",,"18","10","5","8","0",,,,,,,,,,,,,,,,,,,,
"Levi's","4","213",,"99","64","25","20","5","12","jeans","7","customer service","5","price","4","discount","4","sales","3","mall","3","brand","2","money","2","to alter","2","outlet"
"Levi's Exclusive Store","3.7","100",,"43","27","19","9","2","13","jeans","4","service","4","experience","3","outlet","3","mall","2","cost","2","colours","2","brand","2","prices",,
"Levi's Exclusive Store","4","87",,"44","25","11","5","2","5","jeans","4","sales",,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4","86",,"44","22","11","9","0","10","brand","9","jeans","5","experience","4","sales","2","number","2","co operative","2","discount","2","price",,,,
"Trendz Emporio","4.6","14",,"11","2","1","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4.2","172",,"86","57","7","17","5","4","experience","2","service","2","price",,,,,,,,,,,,,,
"Levi's Exclusive Store","4.1","108",,"50","35","6","15","2","3","behavior","2","salesman","2","service",,,,,,,,,,,,,,
"Levi's","3.7","3",,"2","0","1","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","3","2",,"1","0","1","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4.3","61",,"34","20","4","2","1","2","jeans","2","mall","2","brand",,,,,,,,,,,,,,
"Levi's Exclusive Store","3.7","14",,"4","5","1","3","1","2","mall",,,,,,,,,,,,,,,,,,
"Levi's","3.8","50",,"26","9","10","3","2","3","billing","3","fraud",,,,,,,,,,,,,,,,
"Levi's Exclusive Store","5","2",,"2","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4.4","19",,"15","1","2","1","0","2","sales",,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","5","1",,"1","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4.1","72",,"37","18","5","10","2",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","3.2","31",,"10","5","10","6","0","2","experience",,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","5","4",,"4","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4","47",,"23","15","7","2","0","3","behaviour","2","new manager",,,,,,,,,,,,,,,,
"Levi's Exclusive Store","3.6","77",,"26","19","11","16","5","2","priced",,,,,,,,,,,,,,,,,,
"Levi's jeans","4.8","4",,"3","1","0","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's","4.1","143",,"67","43","6","23","4","5","collection","2","jeans","2","price",,,,,,,,,,,,,,
"Levi’s and puma",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Levi's","5","1",,"1","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4.5","8",,"6","1","0","0","1",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","3.3","30",,"10","7","8","2","3","2","experience",,,,,,,,,,,,,,,,,,
"Levi's ®","4.1","24",,"13","5","2","3","1",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4","49",,"23","13","3","7","3","3","fashion","2","service",,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4.8","6",,"5","1","0","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4","202",,"78","71","12","30","11","9","brand","6","jeans","6","sale","4","manners","4","behavior","4","experience","3","management","2","insulting","2","showroom","2","image"
"Levi's Exclusive Store","3.9","30",,"13","8","3","5","1",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4.2","58",,"31","15","4","7","1",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4.4","10",,"7","2","1","0","0","2","service",,,,,,,,,,,,,,,,,,
"LEVI'S | UNITED COLORS OF BENETTON | INDIAN TERRAIN -Premium Shopping Shop ( Saukshita Traders LLP)","3.8","20",,"14","0","6","0","0","6","experience","2","behaviour",,,,,,,,,,,,,,,,
"LEVI'S SHOWROOM","3.4","5",,"3","0","2","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","3.6","33",,"11","11","5","4","2","2","sales","2","service",,,,,,,,,,,,,,,,
"Levi's",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Levi's PUMA","5","2",,"2","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Fashion Point(Manyavar, Monte Carlo, Killer, Levi's raymond Multi Brand readymade Garments shop)","4.4","37",,"26","6","2","2","1","3","price",,,,,,,,,,,,,,,,,,
"Puma & Levi's showroom","4","1",,"0","1","0","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's","4.7","15",,"13","1","1","0","0","2","customer service","2","experience","2","behaviour",,,,,,,,,,,,,,
"Levi's Exclusive Store","3.7","3",,"2","0","1","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4.3","71",,"37","20","1","12","1","4","jeans","4","service","2","price",,,,,,,,,,,,,,
"Levi's Exclusive Store",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4.5","758",,"528","147","17","55","11","52","customer service","27","experience","16","jeans","10","price","9","showroom","9","brand","9","choice","6","sales","5","azar","5","discount"
"Levis Exclusive Store","4.8","587",,"523","40","9","11","4","60","customer service","31","experience","18","good service","9","sales","8","choice","5","shirts","4","collection","4","krishna","4","showroom","3","revathi"
"Levi's Exclusive Store","4.7","271",,"227","29","7","7","1","26","customer service","12","experience","5","showroom","5","jeans","5","sales","4","collection","4","selection","3","team","2","outlet","2","discount"
"Levi's Exclusive Store","4","222",,"99","73","16","26","8","25","customer service","10","jeans","10","experience","6","parking","6","sale","5","brand","4","selection","3","behavior","2","good service","2","heart"
"Levi's Exclusive Store","1","1",,"0","0","1","0","0",,,,,,,,,,,,,,,,,,,,
"Levis First Floor Lulu Mall Trivandrum","4.8","20",,"18","1","1","0","0","5","experience","5","customer service","3","jeans","2","length",,,,,,,,,,,,
"Levis","3.8","21",,"8","7","2","2","2",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","3.9","270",,"111","85","22","43","9","10","customer service","9","jeans","9","experience","6","discounts","5","parking","3","collections","2","behaviour","2","sales","2","range of products","2","showroom"
"Levi's Exclusive Store","3.8","346",,"152","98","48","36","12","37","jeans","26","experience","22","customer service","16","sales","10","choice","9","lulu mall","8","floor","6","showroom","5","management","5","brand"
"Levi's Exclusive Store","4.8","424",,"384","26","5","7","2","35","service","24","experience","12","sales","6","showroom","6","jeans","5","polite","3","collection","3","rooms","2","revathi","2","altering"
"Levi's Exclusive Store","4.5","90",,"61","21","2","4","2","11","experience","10","customer service","5","showroom","5","jeans","2","name","2","floor","2","parking space","2","undergarments","2","staff","2","selection"
"Levi's Exclusive Store","3.9","238",,"94","86","22","29","7","12","customer service","8","brand","5","sales","5","experience","5","price","4","jeans","2","outlet","2","selection",,,,
"Levi’s Exclusive Store I Thodupuzha","4.3","21",,"14","3","1","2","1","3","customer service","3","experience",,,,,,,,,,,,,,,,
"Levi's Exclusive Store","2.3","3",,"0","0","1","2","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4","73",,"26","32","3","9","3","3","behaviour",,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","3.8","15",,"6","3","1","4","1",,,,,,,,,,,,,,,,,,,,
"Levi's Store","4","17",,"8","4","1","3","1",,,,,,,,,,,,,,,,,,,,
"Levi's","5","1",,"1","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's (MBO) Store","3.4","33",,"13","6","8","4","2",,,,,,,,,,,,,,,,,,,,
"Levi’s, US Polo, Flying Machine, Arrow, Pepe Jeans – ANANTA","4.3","15",,"9","4","1","1","0","3","experience",,,,,,,,,,,,,,,,,,
"levi's fatehabad road store","4.9","7",,"6","1","0","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's shop","4.8","53",,"47","5","1","0","0","4","experience","2","environment","2","behaviour","2","customer service",,,,,,,,,,,,
"Levi's Exclusive Store","4.3","14",,"10","2","2","0","0",,,,,,,,,,,,,,,,,,,,
"Levi’s Factory Store","5","2",,"2","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Levis store","4.6","11",,"8","2","0","1","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4.5","69",,"54","7","6","2","0","7","experience","5","mall","3","choice","3","t-shirt","3","sales","2","hospitality","2","denim","2","behaviour","2","customer service",,
"Levi's Exclusive Store","4.6","10",,"9","0","1","0","0","3","experience",,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4","4",,"3","0","1","0","0","2","customer service",,,,,,,,,,,,,,,,,,
"Levi's","4.5","4",,"2","2","0","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","3.9","91",,"35","33","7","13","3","8","outlet","3","sale","2","coupon","2","mall","2","price",,,,,,,,,,
"Image Levi's store","3.3","17",,"8","2","6","0","1",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","3.9","108",,"56","24","18","8","2","8","behaviour","5","experience","3","jeans","2","team","2","respect","2","brand","2","sales",,,,,,
"Levi' s","5","3",,"3","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Levi's Pepe Crocs Puma outlet store","5","1",,"1","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Lee","3.8","22",,"12","2","3","2","3",,,,,,,,,,,,,,,,,,,,
"Levi's","3.9","27",,"11","7","1","6","2","2","price",,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","3.8","27",,"15","3","6","3","0",,,,,,,,,,,,,,,,,,,,
"Levi's","1","2",,"0","0","2","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4.5","11",,"7","3","0","1","0",,,,,,,,,,,,,,,,,,,,
"Cimaya Streetwear & Game Lounge Susuwahi - BHU","4.3","106",,"72","17","7","5","5","10","experience","6","behaviour","4","gaming","4","the souled store","3","anime","3","budget","2","t-shirts","2","pool","2","levi's","2","jerseys"
"Exclusive Levi's store","3.7","3",,"2","0","1","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","5","3",,"3","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","3.9","59",,"24","18","2","7","8","2","denims","2","service",,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4","144",,"68","39","10","22","5","2","behavior","2","jeans",,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4.6","23",,"19","2","2","0","0","3","experience","2","salesperson","2","jeans","2","selection",,,,,,,,,,,,
"Levi's Store","3.9","24",,"11","6","2","3","2",,,,,,,,,,,,,,,,,,,,
"LEVI'S OUTLET SODEPUR","4.9","45",,"41","3","0","1","0","7","behaviour","6","experience","5","discounts","3","jeans","3","prices",,,,,,,,,,
"Levi's Exclusive Store","4.2","25",,"12","10","2","1","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4.2","5",,"4","0","1","0","0",,,,,,,,,,,,,,,,,,,,
"Thrift Garage","5","1",,"1","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","3.6","96",,"44","18","23","9","2","7","service","7","experience","3","security","3","bag","2","denim","2","management","2","behaviour","2","choices",,,,
"Levi's Exclusive Store","3.5","6",,"2","1","1","2","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","3.9","141",,"53","46","10","28","4","3","experience","2","showroom","2","jeans","2","manners",,,,,,,,,,,,
"Levi's Exclusive Store","4.1","43",,"21","15","4","1","2",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4","121",,"56","36","11","17","1","4","jeans","3","colour","2","costs","2","brand",,,,,,,,,,,,
"Levi's Exclusive Store","4.2","110",,"67","18","5","12","8","3","jeans","3","brand","3","experience","2","sales","2","price",,,,,,,,,,
"Levis Factory Outlet","4.7","3",,"2","1","0","0","0",,,,,,,,,,,,,,,,,,,,
"levis","4.4","63",,"46","6","6","5","0","2","service",,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4","45",,"27","9","8","1","0","2","showroom","2","behavior","2","exchange","2","brand",,,,,,,,,,,,
"Levi's Exclusive Store","4.1","76",,"46","9","7","11","3",,,,,,,,,,,,,,,,,,,,
"Levi's","3","2",,"1","0","1","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4","10",,"6","2","2","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","5","1",,"1","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","3.8","22",,"13","3","6","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4.5","151",,"114","22","9","6","0","9","service","4","experience","3","shipra mall","3","denim","3","happy","2","discount","2","brand","2","price",,,,
"Levi's Exclusive Store",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4.1","51",,"33","7","8","2","1","4","experience","3","choices","2","atmosphere","2","salesperson","2","mani square","2","nice store","2","knowledge",,,,,,
"Levi's Exclusive Store - Durgapur","4.2","75",,"41","23","6","4","1","3","jeans","2","adidas","2","market","2","outlet","2","service",,,,,,,,,,
"Levi’s Store","5","1",,"1","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4.2","76",,"41","24","5","4","2","3","brand",,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4","44",,"20","12","3","7","2","2","customer service","2","sale","2","experience","2","price",,,,,,,,,,,,
"Levi's Exclusive Store","3.3","84",,"33","11","25","10","5","5","experience","5","jeans","3","know how","3","showroom","3","sales","3","behaviour",,,,,,,,
"Levi's Exclusive Store - Joy Street, Gurgaon","2.3","3",,"1","0","2","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","3.4","40",,"22","2","15","0","1","7","jeans","7","experience","4","sell","3","discount","3","brand","2","customer service","2","behaviour",,,,,,
